file, oldUrl, newUrl, result, error 
../platform/accessibility/508-accessibility-best-practices.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Product/UserAcceptanceTesting.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/planning/what-is-uat.md, url doesn't exist, none 
../platform/accessibility/508-accessibility-best-practices.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/PRA%20and%20Recruiting/perigean-recruiting-guidance.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/planning/perigean-recruiting-guidance.md, url doesn't exist, none 
../platform/accessibility/508-accessibility-best-practices.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%Areas/Research/Request%or%Do%Research/PRA%and%Recruiting/PRA/readme.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/planning/README.md, url doesn't exist, none 
../platform/accessibility/508-accessibility-best-practices.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/PRA%20and%20Recruiting/PRA/paperwork-reduction-act.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/planning/what-is-paperwork-reduction-act.md, url doesn't exist, none 
../platform/accessibility/508-accessibility-best-practices.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/Scheduling%20and%20Running%20Sessions/what-to-do-with-research-session-recordings.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/synthesis/what-to-do-with-research-session-recordings.md, url doesn't exist, none 
../platform/accessibility/508-accessibility-best-practices.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/Scheduling%20and%20Running%20Sessions/GoTo%20Meeting%20Instructions.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/during-research/go-to-meeting-instructions.md, url doesn't exist, none 
../platform/accessibility/508-accessibility-best-practices.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/Scheduling%20and%20Running%20Sessions/How-to-take-session-notes.md, , url doesn't exist, none 
../platform/accessibility/508-accessibility-best-practices.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/Scheduling%20and%20Running%20Sessions/VA-Consent-Form-Generic.docx, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/during-research/VA-Consent-Form-Generic.docx, url doesn't exist, none 
../platform/accessibility/508-accessibility-best-practices.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/Scheduling%20and%20Running%20Sessions/VA.Consent.Form.1.docx, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/during-research/VA.Consent.Form.1.docx, url doesn't exist, none 
../platform/accessibility/508-accessibility-best-practices.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/Scheduling%20and%20Running%20Sessions/Zoom%20Instructions.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/during-research/zoom-instructions.md, url doesn't exist, none 
../platform/accessibility/508-accessibility-best-practices.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/Scheduling%20and%20Running%20Sessions/howto-observer-instructions.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/during-research/howto-observer-instructions.md, url doesn't exist, none 
../platform/accessibility/508-accessibility-best-practices.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/Scheduling%20and%20Running%20Sessions/readme.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/during-research/README.md, url doesn't exist, none 
../platform/accessibility/508-accessibility-best-practices.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/Synthesis/readme.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/synthesis/README.md, url doesn't exist, none 
../platform/accessibility/508-accessibility-best-practices.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/Synthesis/how-to-do-research_synthesis.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/synthesis/how-to-do-research_synthesis.md, url doesn't exist, none 
../platform/accessibility/508-accessibility-best-practices.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/Synthesis/what-to-do-with-recordings.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/synthesis/what-to-do-with-research-session-recordings.md, url doesn't exist, none 
../platform/accessibility/508-accessibility-best-practices.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/Synthesis/how-to-use-reframer.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/synthesis/how-to-use-reframer.md, url doesn't exist, none 
../platform/accessibility/508-accessibility-best-practices.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/Synthesis/Session%20Report%20Template.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/synthesis/session-report-template.md, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/research_plan_template.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/research-plan-template.md, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Research%20History.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/research-history.md, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/June2019_updated_research_process.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/research-process.md, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/tree/master/Practice%20Areas/Research, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/README.md, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Discovery/readme.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/discovery-sprints/README.md, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Discovery/Archive/End%20of%20Discovery%20Readout%20Template.pptx, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/discovery-sprints/End%20of%20Discovery%20Readout%20Template.pptx, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Discovery/Archive/Master%20Stakeholder%20Deck%20Template.pptx, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/discovery-sprints/Master%20Stakeholder%20Deck%20Template.pptx, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Discovery/DiscoveryProjectBrief.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/discovery-sprints/discovery-project-brief.md, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Discovery/DiscoverySprintHowTo.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/discovery-sprints/how-to-run-discovery-sprint.md, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Discovery/DiscoveryTeamKickOff.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/discovery-sprints/discovery-team-kickoff.md, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Discovery/RetroHowTo.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/discovery-sprints/how-to-run-discovery-retro.md, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Discovery/SampleDiscoverySprintSchedule.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/discovery-sprints/sample-discovery-sprint-schedule.md, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Discovery/USDS_Working_Backwards_Document_Template%5B1%5D.pdf, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/discovery-sprints/USDS_Working_Backwards_Document_Template%5B1%5D.pdf, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Discovery/WhiteHouseLetters.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/discovery-sprints/white-house-letters.md, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Discovery/supplemental-toolkit.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/README.md, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Discovery/workingwithstakeholders.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/discovery-sprints/working-with-stakeholders.md, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/tree/master/Practice%20Areas/Research/Request%20or%20Do%20Research, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/planning/README.md, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/5things_designers_researchers_wish_you_knew.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/discovery-sprints/what-you-should-know-about-research.md, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/lead-researcher-checklist-research-projects.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/discovery-sprints/lead-researcher-checklist-research-projects.md, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/veteran-population-demographics.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/discovery-sprints/veteran-population-demographics.md, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/Planning%20and%20Process%20Management/readme.md, https://github.com/department-of-veterans-affairs/va.gov-team/tree/master/platform/research/planning, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/Planning%20and%20Process%20Management/Conversation-guide-template.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/planning/conversation-guide-template.md, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Product/UserAcceptanceTesting.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/planning/what-is-uat.md, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/PRA%20and%20Recruiting/perigean-recruiting-guidance.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/planning/perigean-recruiting-guidance.md, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%Areas/Research/Request%or%Do%Research/PRA%and%Recruiting/PRA/readme.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/planning/README.md, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/PRA%20and%20Recruiting/PRA/paperwork-reduction-act.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/planning/what-is-paperwork-reduction-act.md, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/Scheduling%20and%20Running%20Sessions/what-to-do-with-research-session-recordings.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/synthesis/what-to-do-with-research-session-recordings.md, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/Scheduling%20and%20Running%20Sessions/GoTo%20Meeting%20Instructions.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/during-research/go-to-meeting-instructions.md, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/Scheduling%20and%20Running%20Sessions/How-to-take-session-notes.md, , url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/Scheduling%20and%20Running%20Sessions/VA-Consent-Form-Generic.docx, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/during-research/VA-Consent-Form-Generic.docx, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/Scheduling%20and%20Running%20Sessions/VA.Consent.Form.1.docx, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/during-research/VA.Consent.Form.1.docx, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/Scheduling%20and%20Running%20Sessions/Zoom%20Instructions.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/during-research/zoom-instructions.md, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/Scheduling%20and%20Running%20Sessions/howto-observer-instructions.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/during-research/howto-observer-instructions.md, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/Scheduling%20and%20Running%20Sessions/readme.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/during-research/README.md, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/Synthesis/readme.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/synthesis/README.md, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/Synthesis/how-to-do-research_synthesis.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/synthesis/how-to-do-research_synthesis.md, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/Synthesis/what-to-do-with-recordings.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/synthesis/what-to-do-with-research-session-recordings.md, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/Synthesis/how-to-use-reframer.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/synthesis/how-to-use-reframer.md, url doesn't exist, none 
../platform/accessibility/508-product-review-list.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Request%20or%20Do%20Research/Synthesis/Session%20Report%20Template.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/synthesis/session-report-template.md, url doesn't exist, none 
../platform/triage/Upstream Services.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/research_plan_template.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/research-plan-template.md, url doesn't exist, none 
../platform/triage/Upstream Services.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Research%20History.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/research-history.md, url doesn't exist, none 
../platform/triage/Upstream Services.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/June2019_updated_research_process.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/research-process.md, url doesn't exist, none 
../platform/triage/Upstream Services.md, https://github.com/department-of-veterans-affairs/vets.gov-team/tree/master/Practice%20Areas/Research, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/README.md, url doesn't exist, none 
../platform/triage/Upstream Services.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Discovery/readme.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/discovery-sprints/README.md, url doesn't exist, none 
../platform/triage/Upstream Services.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Discovery/Archive/End%20of%20Discovery%20Readout%20Template.pptx, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/discovery-sprints/End%20of%20Discovery%20Readout%20Template.pptx, url doesn't exist, none 
../platform/triage/Upstream Services.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Discovery/Archive/Master%20Stakeholder%20Deck%20Template.pptx, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/discovery-sprints/Master%20Stakeholder%20Deck%20Template.pptx, url doesn't exist, none 
../platform/triage/Upstream Services.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Discovery/DiscoveryProjectBrief.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/discovery-sprints/discovery-project-brief.md, url doesn't exist, none 
../platform/triage/Upstream Services.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Discovery/DiscoverySprintHowTo.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/discovery-sprints/how-to-run-discovery-sprint.md, url doesn't exist, none 
../platform/triage/Upstream Services.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Discovery/DiscoveryTeamKickOff.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/discovery-sprints/discovery-team-kickoff.md, url doesn't exist, none 
../platform/triage/Upstream Services.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Discovery/RetroHowTo.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/discovery-sprints/how-to-run-discovery-retro.md, url doesn't exist, none 
../platform/triage/Upstream Services.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Discovery/SampleDiscoverySprintSchedule.md, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/discovery-sprints/sample-discovery-sprint-schedule.md, url doesn't exist, none 
../platform/triage/Upstream Services.md, https://github.com/department-of-veterans-affairs/vets.gov-team/blob/master/Practice%20Areas/Research/Discovery/USDS_Working_Backwards_Document_Template%5B1%5D.pdf, https://github.com/department-of-veterans-affairs/va.gov-team/blob/master/platform/research/discovery-sprints/USDS_Working_Backwards_Document_Template%5B1%5D.pdf, url doesn't exist, none 
