clinic_id,site_code,timestamp,primaryStopCode,primaryStopCodeName,secondaryStopCodeName,patientFriendlyLocationName,directSchedulingPatient,vaStationName
1924,517,2020-04-27T16:04:03.251981Z,323,PRIMARY CARE/MEDICINE,PHYSICIAN ASSISTANT,GREENBRIER VA CLINIC PRIMARY CARE CLINIC,true,Greenbrier County VA Clinic
1924,517,2020-04-27T16:05:03.607685Z,323,PRIMARY CARE/MEDICINE,PHYSICIAN ASSISTANT,GREENBRIER VA CLINIC PRIMARY CARE CLINIC,true,Greenbrier County VA Clinic
5541,520,2020-04-22T12:20:18.077522Z,534,MH INTGRTD CARE IND,SOCIAL WORK SERVICE,,false,Pensacola VA Clinic
10184,521,2020-05-04T12:29:08.122908Z,305,ENDOCRINOLOGY,FELLOW/RESIDENT,Endocrinology Fellow 1,false,Birmingham VA Medical Center
10799,521,2020-04-29T09:31:56.521302Z,323,PRIMARY CARE/MEDICINE,*Missing*,Primary Care Dr. Bansal,true,Birmingham VA Clinic
11875,521,2020-05-01T15:34:54.197593Z,411,PODIATRY,NURSING (2ND ONLY),,false,Birmingham VA Medical Center
11875,521,2020-05-01T15:34:38.162986Z,411,PODIATRY,NURSING (2ND ONLY),,false,Birmingham VA Medical Center
31053,528,2020-05-05T21:09:08.068174Z,408,OPTOMETRY,*Missing*,,false,Watertown 2 VA Clinic
4143,534,2020-04-27T09:16:57.734916Z,420,PAIN CLINIC,CIH TREATMENT,CHS PAIN EPISODIC FRIEDMAN,false,Ralph H. Johnson Department of Veterans Affairs Medical Center
4143,534,2020-04-26T13:54:12.471220Z,420,PAIN CLINIC,CIH TREATMENT,CHS PAIN EPISODIC FRIEDMAN,false,Ralph H. Johnson Department of Veterans Affairs Medical Center
4143,534,2020-04-26T13:48:22.174359Z,420,PAIN CLINIC,CIH TREATMENT,CHS PAIN EPISODIC FRIEDMAN,false,Ralph H. Johnson Department of Veterans Affairs Medical Center
4143,534,2020-04-26T13:48:38.797540Z,420,PAIN CLINIC,CIH TREATMENT,CHS PAIN EPISODIC FRIEDMAN,false,Ralph H. Johnson Department of Veterans Affairs Medical Center
5569,534,2020-04-28T16:15:46.199604Z,108,LABORATORY,PRIMARY CARE/MEDICINE,labs,false,Market Commons VA Clinic
5569,534,2020-04-28T16:15:30.873801Z,108,LABORATORY,PRIMARY CARE/MEDICINE,labs,false,Market Commons VA Clinic
5569,534,2020-04-25T15:30:26.922527Z,108,LABORATORY,PRIMARY CARE/MEDICINE,labs,false,Market Commons VA Clinic
5569,534,2020-04-28T16:16:24.796326Z,108,LABORATORY,PRIMARY CARE/MEDICINE,labs,false,Market Commons VA Clinic
5569,534,2020-04-28T16:16:09.032803Z,108,LABORATORY,PRIMARY CARE/MEDICINE,labs,false,Market Commons VA Clinic
5866,539,2020-04-24T13:53:01.134961Z,401,GENERAL SURGERY,*Missing*,,false,Cincinnati VA Medical Center
7954,539,2020-04-21T14:02:36.312300Z,349,SLEEP MEDICINE,RT CLIN VID CARE HOME,,false,Cincinnati VA Medical Center
7954,539,2020-04-21T14:03:09.061259Z,349,SLEEP MEDICINE,RT CLIN VID CARE HOME,,false,Cincinnati VA Medical Center
9202,541,2020-04-24T17:35:40.833716Z,151,MAGNETIC RESONANCE IMAGING/MRI,*Missing*,RAD MRI,false,Louis Stokes Cleveland Department of Veterans Affairs Medical Center
9202,541,2020-04-24T17:39:39.253541Z,151,MAGNETIC RESONANCE IMAGING/MRI,*Missing*,RAD MRI,false,Louis Stokes Cleveland Department of Veterans Affairs Medical Center
9202,541,2020-04-24T17:35:58.391172Z,151,MAGNETIC RESONANCE IMAGING/MRI,*Missing*,RAD MRI,false,Louis Stokes Cleveland Department of Veterans Affairs Medical Center
12345,549,2020-04-28T13:08:29.848290Z,502,MENTAL HEALTH CLINIC - IND,*Missing*,FTW MH STETSON IMAM,false,Fort Worth VA Clinic
12350,549,2020-04-21T16:38:01.914556Z,502,MENTAL HEALTH CLINIC - IND,*Missing*,FTW MH STETSON MORADI,false,Fort Worth VA Clinic
12350,549,2020-04-21T16:38:58.099955Z,502,MENTAL HEALTH CLINIC - IND,*Missing*,FTW MH STETSON MORADI,false,Fort Worth VA Clinic
12350,549,2020-04-21T16:38:33.508834Z,502,MENTAL HEALTH CLINIC - IND,*Missing*,FTW MH STETSON MORADI,false,Fort Worth VA Clinic
13179,549,2020-04-27T16:17:42.867046Z,502,MENTAL HEALTH CLINIC - IND,*Missing*,BONHAM MH MD,false,Sam Rayburn Memorial Veterans Center
13179,549,2020-04-27T16:17:25.278008Z,502,MENTAL HEALTH CLINIC - IND,*Missing*,BONHAM MH MD,false,Sam Rayburn Memorial Veterans Center
13179,549,2020-04-27T16:18:20.955474Z,502,MENTAL HEALTH CLINIC - IND,*Missing*,BONHAM MH MD,false,Sam Rayburn Memorial Veterans Center
13179,549,2020-04-27T16:18:03.417343Z,502,MENTAL HEALTH CLINIC - IND,*Missing*,BONHAM MH MD,false,Sam Rayburn Memorial Veterans Center
13690,549,2020-05-01T18:33:29.273847Z,307,GASTROENTEROLOGY,*Missing*,FTW GI MARYALA,false,Fort Worth VA Clinic
14395,549,2020-04-22T13:47:43.162807Z,322,COMP WOMEN'S HLTH,*Missing*,DALLAS PACT WELL WOMEN BANKER,false,Dallas VA Medical Center
14395,549,2020-04-22T13:47:53.013813Z,322,COMP WOMEN'S HLTH,*Missing*,DALLAS PACT WELL WOMEN BANKER,false,Dallas VA Medical Center
2361,549,2020-04-26T19:47:11.550691Z,303,CARDIOLOGY,*Missing*,DALLAS CARDIOLOGY,false,Dallas VA Medical Center
4060,549,2020-05-04T19:28:44.559055Z,203,AUDIOLOGY,*Missing*,BONHAM AUDIOLOGY,false,Sam Rayburn Memorial Veterans Center
4064,549,2020-04-22T17:24:26.444812Z,420,PAIN CLINIC,*Missing*,DALLAS PAIN,false,Dallas VA Medical Center
4064,549,2020-04-22T17:42:34.377056Z,420,PAIN CLINIC,*Missing*,DALLAS PAIN,false,Dallas VA Medical Center
582,549,2020-05-01T19:32:17.282224Z,115,ULTRASOUND,*Missing*,DALLAS XRAY SONO,false,Dallas VA Medical Center
7125,549,2020-05-01T03:59:21.130039Z,409,ORTHO/JOINT SURG,*Missing*,DALLAS ORTHO,false,Dallas VA Medical Center
7125,549,2020-05-01T04:00:24.887421Z,409,ORTHO/JOINT SURG,*Missing*,DALLAS ORTHO,false,Dallas VA Medical Center
728,549,2020-05-03T18:09:23.917978Z,407,OPHTHALMOLOGY,*Missing*,DALLAS EYE BLUE,false,Dallas VA Medical Center
728,549,2020-05-03T18:09:12.300889Z,407,OPHTHALMOLOGY,*Missing*,DALLAS EYE BLUE,false,Dallas VA Medical Center
8905,549,2020-04-28T13:31:21.379465Z,105,X-RAY,*Missing*,FTW XRAY (ULTRASOUND),false,Fort Worth VA Clinic
8905,549,2020-04-28T13:31:37.296084Z,105,X-RAY,*Missing*,FTW XRAY (ULTRASOUND),false,Fort Worth VA Clinic
110,553,2020-05-02T18:22:37.515899Z,407,OPHTHALMOLOGY,*Missing*,,false,John D. Dingell Department of Veterans Affairs Medical Center
110,553,2020-05-02T18:22:54.878846Z,407,OPHTHALMOLOGY,*Missing*,,false,John D. Dingell Department of Veterans Affairs Medical Center
110,553,2020-04-21T21:09:46.371188Z,407,OPHTHALMOLOGY,*Missing*,,false,John D. Dingell Department of Veterans Affairs Medical Center
5607,553,2020-04-21T21:08:43.442674Z,150,COMPUTERIZED TOMOGRAPHY (CT),*Missing*,,false,John D. Dingell Department of Veterans Affairs Medical Center
6811,553,2020-04-25T17:30:50.171788Z,305,ENDOCRINOLOGY,*Missing*,,false,John D. Dingell Department of Veterans Affairs Medical Center
12918,554,2020-05-03T21:17:01.166338Z,318,GERI PROB CONSULT CLINIC,CVT PRV SITE SAME DIV/STA,TH GER MEMORY EVAL PRO,false,Rocky Mountain Regional VA Medical Center
12918,554,2020-05-03T21:16:35.747018Z,318,GERI PROB CONSULT CLINIC,CVT PRV SITE SAME DIV/STA,TH GER MEMORY EVAL PRO,false,Rocky Mountain Regional VA Medical Center
10176,558,2020-04-29T06:25:07.248231Z,524,ACTIVE DUTY SEXUAL TRAUMA,COMP WOMEN'S HLTH,,false,Durham VA Medical Center
3638,558,2020-04-28T12:41:05.411623Z,323,PRIMARY CARE/MEDICINE,*Missing*,PRIMARY CARE-TEAM 3A-KOLAR,true,Raleigh VA Clinic
6841,558,2020-04-22T16:19:19.245859Z,206,OCCUPATIONAL THERAPY,*Missing*,DUR-B2010-REHAB,false,Durham VA Medical Center
6841,558,2020-04-22T16:20:41.967639Z,206,OCCUPATIONAL THERAPY,*Missing*,DUR-B2010-REHAB,false,Durham VA Medical Center
6841,558,2020-04-22T16:25:00.316524Z,206,OCCUPATIONAL THERAPY,*Missing*,DUR-B2010-REHAB,false,Durham VA Medical Center
2545,561,2020-04-30T16:32:16.984159Z,108,LABORATORY,*Missing*,,false,Hackensack VA Clinic
2545,561,2020-04-30T16:37:33.385535Z,108,LABORATORY,*Missing*,,false,Hackensack VA Clinic
2545,561,2020-04-30T16:21:20.298252Z,108,LABORATORY,*Missing*,,false,Hackensack VA Clinic
2545,561,2020-04-30T16:24:44.020683Z,108,LABORATORY,*Missing*,,false,Hackensack VA Clinic
2545,561,2020-04-30T16:29:34.078439Z,108,LABORATORY,*Missing*,,false,Hackensack VA Clinic
3270,561,2020-05-02T18:27:45.169340Z,502,MENTAL HEALTH CLINIC - IND,PSYCHIATRY,,false,Hackensack VA Clinic
6323,561,2020-04-23T18:08:30.953695Z,502,MENTAL HEALTH CLINIC - IND,SOCIAL WORK SERVICE,,false,Tinton Falls VA Clinic
6323,561,2020-04-23T18:08:20.107136Z,502,MENTAL HEALTH CLINIC - IND,SOCIAL WORK SERVICE,,false,Tinton Falls VA Clinic
6323,561,2020-04-23T18:08:58.479740Z,502,MENTAL HEALTH CLINIC - IND,SOCIAL WORK SERVICE,,false,Tinton Falls VA Clinic
7735,561,2020-04-27T20:37:37.434562Z,527,TELEPHONE MH,PSYCHIATRY,TELEPHONE APPOINTMENT ,false,Lyons VA Medical Center
7765,561,2020-04-27T07:14:49.925662Z,527,TELEPHONE MH,PSYCHIATRY,TELEPHONE APPOINTMENT,false,East Orange VA Medical Center
5294,570,2020-04-24T19:32:49.936189Z,502,MENTAL HEALTH CLINIC - IND,*Missing*,MH NILE,false,Fresno VA Medical Center
5294,570,2020-04-24T19:33:04.660289Z,502,MENTAL HEALTH CLINIC - IND,*Missing*,MH NILE,false,Fresno VA Medical Center
13541,580,2020-05-05T02:59:12.693851Z,180,DENTAL,*Missing*,,false,Michael E. DeBakey Department of Veterans Affairs Medical Center
263,580,2020-04-28T06:44:40.849678Z,410,PLASTIC SURGERY,HAND SURGERY,,false,Michael E. DeBakey Department of Veterans Affairs Medical Center
263,580,2020-04-28T06:34:44.518203Z,410,PLASTIC SURGERY,HAND SURGERY,,false,Michael E. DeBakey Department of Veterans Affairs Medical Center
263,580,2020-04-28T06:33:57.473947Z,410,PLASTIC SURGERY,HAND SURGERY,,false,Michael E. DeBakey Department of Veterans Affairs Medical Center
263,580,2020-04-28T06:39:05.593842Z,410,PLASTIC SURGERY,HAND SURGERY,,false,Michael E. DeBakey Department of Veterans Affairs Medical Center
263,580,2020-04-28T06:33:24.380415Z,410,PLASTIC SURGERY,HAND SURGERY,,false,Michael E. DeBakey Department of Veterans Affairs Medical Center
3482,580,2020-05-01T13:04:15.885474Z,116,RESPIRATORY THERAPY,*Missing*,HOME OXYGEN CLINIC,false,Michael E. DeBakey Department of Veterans Affairs Medical Center
3482,580,2020-05-01T13:01:27.702805Z,116,RESPIRATORY THERAPY,*Missing*,HOME OXYGEN CLINIC,false,Michael E. DeBakey Department of Veterans Affairs Medical Center
3482,580,2020-05-04T15:52:17.098238Z,116,RESPIRATORY THERAPY,*Missing*,HOME OXYGEN CLINIC,false,Michael E. DeBakey Department of Veterans Affairs Medical Center
3482,580,2020-05-01T13:01:55.448689Z,116,RESPIRATORY THERAPY,*Missing*,HOME OXYGEN CLINIC,false,Michael E. DeBakey Department of Veterans Affairs Medical Center
3482,580,2020-05-01T13:00:15.469660Z,116,RESPIRATORY THERAPY,*Missing*,HOME OXYGEN CLINIC,false,Michael E. DeBakey Department of Veterans Affairs Medical Center
3482,580,2020-05-01T13:03:42.698622Z,116,RESPIRATORY THERAPY,*Missing*,HOME OXYGEN CLINIC,false,Michael E. DeBakey Department of Veterans Affairs Medical Center
8804,580,2020-05-05T02:59:43.964956Z,307,GASTROENTEROLOGY,*Missing*,,false,Michael E. DeBakey Department of Veterans Affairs Medical Center
18275,583,2020-04-23T16:51:37.042256Z,108,LABORATORY,*Missing*,,false,Richard L. Roudebush Veterans' Administration Medical Center
18275,583,2020-04-23T16:50:09.822804Z,108,LABORATORY,*Missing*,,false,Richard L. Roudebush Veterans' Administration Medical Center
18275,583,2020-04-23T16:49:46.286254Z,108,LABORATORY,*Missing*,,false,Richard L. Roudebush Veterans' Administration Medical Center
18275,583,2020-04-23T16:48:28.878425Z,108,LABORATORY,*Missing*,,false,Richard L. Roudebush Veterans' Administration Medical Center
18275,583,2020-04-24T12:48:46.483705Z,108,LABORATORY,*Missing*,,false,Richard L. Roudebush Veterans' Administration Medical Center
18275,583,2020-04-24T12:39:33.279292Z,108,LABORATORY,*Missing*,,false,Richard L. Roudebush Veterans' Administration Medical Center
18345,583,2020-04-29T15:06:36.806348Z,105,X-RAY,*Missing*,,false,Richard L. Roudebush Veterans' Administration Medical Center
18454,583,2020-04-24T12:39:08.576035Z,150,COMPUTERIZED TOMOGRAPHY (CT),*Missing*,,false,Richard L. Roudebush Veterans' Administration Medical Center
18609,583,2020-04-24T12:48:26.216529Z,316,ONCOLOGY/TUMOR,*Missing*,,false,Richard L. Roudebush Veterans' Administration Medical Center
1561,586,2020-04-26T23:54:22.371795Z,323,PRIMARY CARE/MEDICINE,*Missing*,PACT GREEN THORNTON-WALKER,true,G.V. (Sonny) Montgomery Department of Veterans Affairs Medical Center
1561,586,2020-04-26T23:54:00.656927Z,323,PRIMARY CARE/MEDICINE,*Missing*,PACT GREEN THORNTON-WALKER,true,G.V. (Sonny) Montgomery Department of Veterans Affairs Medical Center
4772,590,2020-04-28T12:40:28.435309Z,411,PODIATRY,*Missing*,HAM SURG POD HARRIS RTN,false,Hampton VA Medical Center
7828,590,2020-04-23T14:48:13.358815Z,321,GI ENDOSCOPY,*Missing*,ENDOSCOPY KODURI,false,Hampton VA Medical Center
7828,590,2020-04-23T14:49:27.082552Z,321,GI ENDOSCOPY,*Missing*,ENDOSCOPY KODURI,false,Hampton VA Medical Center
7828,590,2020-04-23T14:49:04.467505Z,321,GI ENDOSCOPY,*Missing*,ENDOSCOPY KODURI,false,Hampton VA Medical Center
8005,590,2020-04-23T14:48:31.927801Z,323,PRIMARY CARE/MEDICINE,RT CLIN VID TH PAT SITE,HAMPTON VA TELE-PRIMARY CARE MD,false,Hampton VA Medical Center
8364,590,2020-05-02T16:25:33.398220Z,216,TELEPHONE/REHAB AND SUPPORT,AUDIOLOGY,AUDIOLOGY PHONE LANEVE,false,Hampton VA Medical Center
8364,590,2020-05-02T16:31:33.372800Z,216,TELEPHONE/REHAB AND SUPPORT,AUDIOLOGY,AUDIOLOGY PHONE LANEVE,false,Hampton VA Medical Center
8364,590,2020-05-02T16:26:16.547977Z,216,TELEPHONE/REHAB AND SUPPORT,AUDIOLOGY,AUDIOLOGY PHONE LANEVE,false,Hampton VA Medical Center
6558,596,2020-04-22T11:51:52.681179Z,408,OPTOMETRY,*Missing*,,false,Franklin R. Sousley Campus
6558,596,2020-04-22T11:53:05.455913Z,408,OPTOMETRY,*Missing*,,false,Franklin R. Sousley Campus
4147,598,2020-04-23T06:05:37.329433Z,403,OTOLARYNGOLOGY/ENT,*Missing*,,false,John L. McClellan Memorial Veterans' Hospital
4387,598,2020-04-23T06:06:53.479076Z,304,DERMATOLOGY,FELLOW/RESIDENT,,false,John L. McClellan Memorial Veterans' Hospital
299,600,2020-04-26T01:06:15.400485Z,407,OPHTHALMOLOGY,*Missing*,,false,Tibor Rubin VA Medical Center
8520,600,2020-04-28T16:45:47.364028Z,406,NEUROSURGERY,*Missing*,,false,Tibor Rubin VA Medical Center
8520,600,2020-04-28T16:42:39.558583Z,406,NEUROSURGERY,*Missing*,,false,Tibor Rubin VA Medical Center
14454,612,2020-04-30T19:37:10.674625Z,411,PODIATRY,*Missing*,PODIATRY NAIL CARE WITH TECH,false,Sacramento VA Medical Center
14454,612,2020-04-30T19:36:07.788671Z,411,PODIATRY,*Missing*,PODIATRY NAIL CARE WITH TECH,false,Sacramento VA Medical Center
17101,612,2020-04-22T19:54:31.503846Z,216,TELEPHONE/REHAB AND SUPPORT,PHYSICAL THERAPY,NSAC PHYS THERAPY PHONE TRAMMA,false,McClellan VA Clinic
10128,613,2020-05-03T16:03:14.638855Z,502,MENTAL HEALTH CLINIC - IND,RT CLIN VID TH PAT SITE,,false,Cumberland VA Clinic
8580,614,2020-04-23T18:23:11.989353Z,349,SLEEP MEDICINE,RESPIRATORY THERAPY,,false,Memphis VA Medical Center
5334,619,2020-04-21T12:15:01.523355Z,350,GERIPACT,*Missing*,,true,Central Alabama Montgomery VA Clinic
7159,619,2020-04-24T14:46:08.973863Z,408,OPTOMETRY,*Missing*,TUG-EYE OPTOMETRY G,true,Central Alabama VA Medical Center-Tuskegee
11502,626,2020-04-22T12:55:53.571799Z,322,COMP WOMEN'S HLTH,*Missing*,WOMEN'S HEALTH PRIMARY CARE PROVIDER,true,Alvin C. York Veterans' Administration Medical Center
12394,626,2020-04-27T18:09:17.327223Z,323,PRIMARY CARE/MEDICINE,*Missing*,PRIMARY CARE PROVIDER-THATI-MEHARRY CLINIC,true,Albion Street VA Clinic
13809,626,2020-04-30T21:53:07.245588Z,411,PODIATRY,*Missing*,FOOT CARE,false,Alvin C. York Veterans' Administration Medical Center
13809,626,2020-04-30T21:52:54.133170Z,411,PODIATRY,*Missing*,FOOT CARE,false,Alvin C. York Veterans' Administration Medical Center
14111,626,2020-05-01T16:24:15.550677Z,502,MENTAL HEALTH CLINIC - IND,NURSE PRACTITIONER,MENTAL HEALTH PROVIDER-KYPER,false,Nashville VA Medical Center
7757,626,2020-05-02T16:16:01.975585Z,323,PRIMARY CARE/MEDICINE,*Missing*,PRIMARY CARE PROVIDER-BUSH,true,Clarksville VA Clinic
3646,632,2020-04-29T12:24:15.658729Z,408,OPTOMETRY,*Missing*,OPT,false,Northport VA Medical Center
3646,632,2020-04-29T12:18:17.598211Z,408,OPTOMETRY,*Missing*,OPT,false,Northport VA Medical Center
3646,632,2020-04-29T12:19:24.610502Z,408,OPTOMETRY,*Missing*,OPT,false,Northport VA Medical Center
14324,644,2020-04-24T14:52:41.003814Z,420,PAIN CLINIC,PHYSICAL THERAPY,Pain Management PT Phoenix Vilaubi,false,Carl T. Hayden Veterans' Administration Medical Center
2078,646,2020-05-04T19:12:24.551803Z,150,COMPUTERIZED TOMOGRAPHY (CT),*Missing*,UNIV DRIVE RADIOLOGY CT,false,Pittsburgh VA Medical Center-University Drive
5592,650,2020-04-30T10:07:33.604097Z,414,UROLOGY CLINIC,NURSE PRACTITIONER,,false,Providence VA Medical Center
12034,652,2020-04-27T16:07:42.485754Z,325,TELEPHONE/NEUROLOGY,*Missing*,,false,Hunter Holmes McGuire Hospital
12063,652,2020-04-21T17:51:26.886771Z,325,TELEPHONE/NEUROLOGY,*Missing*,,false,Hunter Holmes McGuire Hospital
12063,652,2020-04-21T17:51:58.686653Z,325,TELEPHONE/NEUROLOGY,*Missing*,,false,Hunter Holmes McGuire Hospital
8299,656,2020-04-28T15:55:01.737200Z,674,ADMIN PAT ACTIVTIES (MASNONCT),*Missing*,,false,St. Cloud VA Medical Center
8299,656,2020-04-29T21:42:27.529192Z,674,ADMIN PAT ACTIVTIES (MASNONCT),*Missing*,,false,St. Cloud VA Medical Center
8299,656,2020-04-28T15:55:51.014988Z,674,ADMIN PAT ACTIVTIES (MASNONCT),*Missing*,,false,St. Cloud VA Medical Center
13961,657,2020-04-23T14:48:19.125410Z,304,DERMATOLOGY,*Missing*,DERMATOLOGY SANCHEZ,false,Olive Street VA Clinic
17974,657,2020-04-29T03:40:11.814537Z,527,TELEPHONE MH,MENTAL HEALTH CLINIC - IND,JB PHONE DR LIGOT AM,false,St. Louis VA Medical Center-Jefferson Barracks
11495,659,2020-04-29T13:15:50.901474Z,409,ORTHO/JOINT SURG,PHYSICIAN ASSISTANT,ORTHOPEDIC SURGERY 89 [PERKINS],false,Kernersville VA Clinic
8591,659,2020-04-29T13:15:15.768258Z,180,DENTAL,*Missing*,DENTAL HYGIENIST 2,false,Kernersville VA Clinic
7273,671,2020-04-21T19:01:41.479906Z,108,LABORATORY,*Missing*,,false,North Central Federal VA Clinic
7273,671,2020-05-05T14:42:02.775857Z,108,LABORATORY,*Missing*,,false,North Central Federal VA Clinic
8757,671,2020-05-02T16:30:27.044086Z,703,MAMMOGRAM (CAN BE PRIMARY),*Missing*,,false,North Central Federal VA Clinic
11972,674,2020-04-22T14:07:38.313889Z,502,MENTAL HEALTH CLINIC - IND,PSYCHIATRY,AUS MH PSI IND102,false,Austin VA Clinic
13920,674,2020-04-27T14:24:47.348141Z,303,CARDIOLOGY,NURSE PRACTITIONER,CARDIOLOGY,false,Olin E. Teague Veterans' Center
14266,674,2020-04-22T18:49:42.086593Z,414,UROLOGY CLINIC,PHYSICIAN ASSISTANT,TEMPLE GU KRUPELA,false,Olin E. Teague Veterans' Center
14266,674,2020-04-22T18:48:54.843728Z,414,UROLOGY CLINIC,PHYSICIAN ASSISTANT,TEMPLE GU KRUPELA,false,Olin E. Teague Veterans' Center
14266,674,2020-04-22T18:50:10.295408Z,414,UROLOGY CLINIC,PHYSICIAN ASSISTANT,TEMPLE GU KRUPELA,false,Olin E. Teague Veterans' Center
14555,674,2020-04-23T19:55:11.059305Z,502,MENTAL HEALTH CLINIC - IND,*Missing*,T MHC BURROUGHS,false,Olin E. Teague Veterans' Center
14555,674,2020-04-23T19:55:32.826963Z,502,MENTAL HEALTH CLINIC - IND,*Missing*,T MHC BURROUGHS,false,Olin E. Teague Veterans' Center
9823,674,2020-04-27T14:37:23.307013Z,408,OPTOMETRY,*Missing*,,true,Austin VA Clinic
9823,674,2020-04-27T14:38:34.256814Z,408,OPTOMETRY,*Missing*,,true,Austin VA Clinic
10154,675,2020-05-04T15:53:56.745818Z,674,ADMIN PAT ACTIVTIES (MASNONCT),*Missing*,OWL TRANSPORTATION,false,"William V. Chappell, Jr. Veterans' Outpatient Clinic"
7848,675,2020-04-22T15:54:36.296138Z,502,MENTAL HEALTH CLINIC - IND,NURSE PRACTITIONER,CROSSROADS MH DR BABUJI,false,Crossroads VA Clinic
10519,678,2020-05-05T15:08:57.947573Z,150,COMPUTERIZED TOMOGRAPHY (CT),*Missing*,TUCSON IMAGING,true,Tucson VA Medical Center
10557,678,2020-05-01T02:34:45.196892Z,527,TELEPHONE MH,PSYCHIATRY,TUCSON MENTAL HEALTH,false,Tucson VA Medical Center
10557,678,2020-05-01T02:33:00.756548Z,527,TELEPHONE MH,PSYCHIATRY,TUCSON MENTAL HEALTH,false,Tucson VA Medical Center
13302,689,2020-04-29T13:06:48.034317Z,197,POLYTRAUMA/TBI IND,SPEECH-LANGUAGE PATHOLOGY,Wednesday:      Close WES SPEECH LE and WES POLYT SPEECH,false,Newington VA Clinic
13302,689,2020-04-29T13:04:42.862139Z,197,POLYTRAUMA/TBI IND,SPEECH-LANGUAGE PATHOLOGY,Wednesday:      Close WES SPEECH LE and WES POLYT SPEECH,false,Newington VA Clinic
14842,689,2020-04-29T13:07:06.901030Z,197,POLYTRAUMA/TBI IND,PM&RS PHYSICIAN,POLYTRAUMA MILLER,false,Newington VA Clinic
16051,689,2020-04-23T12:26:25.937165Z,527,TELEPHONE MH,MENTAL HEALTH CLINIC - IND,MH GMH KAFFMAN,false,Newington VA Clinic
